Distancia,Latitud,Longitud,BAZ,Magnitud,Estacion,TiempoInicio,TiempoFin
70.4384994507,-29.8431233105,-71.6917297706,198.46542143,4.07,CO10,2021-07-04T10:34:45.000000Z,2021-07-04T10:39:01.975000Z
-33.678527832,-29.0030281095,-71.6766549836,141.369643516,3.19,CO10,2021-07-04T10:46:05.000000Z,2021-07-04T10:53:53.975000Z
77.7145080566,-29.7148107179,-72.0510421362,227.291852332,4.27,CO10,2021-07-04T10:54:11.000000Z,2021-07-04T10:58:09.975000Z
97.6854476929,-30.094223545,-71.7114869011,194.318690642,3.67,CO10,2021-07-04T10:58:11.000000Z,2021-07-04T10:58:45.975000Z
57.4230117798,-29.7432460748,-71.6040713424,193.959572955,3.53,CO10,2021-07-04T11:04:29.000000Z,2021-07-04T11:06:29.975000Z
83.9822311401,-29.1654194361,-72.3202028108,275.482374964,3.43,CO10,2021-07-04T11:06:43.000000Z,2021-07-04T11:07:43.975000Z
65.0605010986,-29.8132688054,-71.3138608009,167.383238593,3.26,CO10,2021-07-04T11:08:13.000000Z,2021-07-04T11:09:41.975000Z
54.2121238708,-29.6100495935,-71.8269219138,220.846257453,3.94,CO10,2021-07-04T11:23:33.000000Z,2021-07-04T11:29:53.975000Z
79.6156158447,-29.0405042899,-72.2466872502,285.980539643,3.95,CO10,2021-07-04T11:29:59.000000Z,2021-07-04T11:33:19.975000Z
10.4865808487,-29.2413263073,-71.5687397882,269.515630988,3.5,CO10,2021-07-04T11:34:15.000000Z,2021-07-04T11:39:39.975000Z
77.7359161377,-29.3710534361,-72.2470589315,259.085331069,4.74,CO10,2021-07-04T11:43:41.000000Z,2021-07-04T11:53:47.975000Z
16.0413131714,-29.3852795534,-71.4631798242,180.800912991,2.94,CO10,2021-07-04T12:01:31.000000Z,2021-07-04T12:02:59.975000Z
74.1132125854,-29.8099949935,-71.8615761867,211.511424254,3.37,CO10,2021-07-04T12:05:53.000000Z,2021-07-04T12:07:07.975000Z
94.0028915405,-29.4508993455,-72.3986080962,255.411071786,3.65,CO10,2021-07-04T12:07:43.000000Z,2021-07-04T12:08:19.975000Z
79.2292404175,-29.6883915306,-70.8242462574,128.949313341,3.58,CO10,2021-07-04T12:08:49.000000Z,2021-07-04T12:09:37.975000Z
-89.4503173828,-28.6819986636,-70.7984940148,226.363807208,3.16,CO10,2021-07-04T12:10:29.000000Z,2021-07-04T12:13:45.975000Z
-86.5329589844,-28.7909766791,-72.187026449,124.98337766,2.77,CO10,2021-07-04T12:16:41.000000Z,2021-07-04T12:20:19.975000Z
72.560005188,-29.7975329568,-71.85413537,211.601487129,3.55,CO10,2021-07-04T12:23:09.000000Z,2021-07-04T12:25:05.975000Z
61.7793045044,-29.6792442392,-71.8537410524,217.991921399,2.95,CO10,2021-07-04T12:26:09.000000Z,2021-07-04T12:27:35.975000Z
-36.4539489746,-29.5683440125,-71.4916565554,4.69414184908,3.46,CO10,2021-07-04T12:44:51.000000Z,2021-07-04T12:47:03.975000Z
84.0321502686,-29.8497119819,-71.9769969557,216.407235549,3.44,CO10,2021-07-04T12:47:57.000000Z,2021-07-04T12:49:05.975000Z
68.9436798096,-28.9621635051,-72.0942200449,296.43422613,2.97,CO10,2021-07-04T12:50:07.000000Z,2021-07-04T12:51:07.975000Z
78.6035995483,-29.0344749273,-72.233777401,286.706151619,3.46,CO10,2021-07-04T12:52:07.000000Z,2021-07-04T12:54:59.975000Z
45.9169311523,-29.2088260465,-71.9317449301,274.279742576,3.02,CO10,2021-07-04T13:02:17.000000Z,2021-07-04T13:03:31.975000Z
89.7732391357,-29.8816707011,-70.8947894034,142.472541482,3.07,CO10,2021-07-04T13:09:45.000000Z,2021-07-04T13:10:37.975000Z
86.7116851807,-29.6450943298,-72.2258517117,238.674540168,3.67,CO10,2021-07-04T13:11:33.000000Z,2021-07-04T13:12:29.975000Z
-47.9045562744,-29.510881559,-71.0758616333,308.809408755,3.57,CO10,2021-07-04T13:15:01.000000Z,2021-07-04T13:21:17.975000Z
78.0886993408,-29.7087596377,-70.859265151,131.797256338,3.27,CO10,2021-07-04T13:22:51.000000Z,2021-07-04T13:24:13.975000Z
85.5142974854,-29.85017003,-72.0016183616,217.665697904,3.85,CO10,2021-07-04T13:27:01.000000Z,2021-07-04T13:28:51.975000Z
94.9049072266,-29.0440668333,-72.4101750395,283.035744563,3.28,CO10,2021-07-04T13:30:35.000000Z,2021-07-04T13:31:11.975000Z
14.1895990372,-29.1329436865,-71.5398691747,327.194693397,4.19,CO10,2021-07-04T13:31:35.000000Z,2021-07-04T13:35:19.975000Z
60.5182800293,-28.9872830125,-70.9100443626,62.4959508679,3.26,CO10,2021-07-04T13:35:53.000000Z,2021-07-04T13:36:55.975000Z
82.8159179688,-29.381231008,-72.2981189648,258.943973474,3.47,CO10,2021-07-04T13:37:03.000000Z,2021-07-04T13:37:47.975000Z
49.4064025879,-29.2134696399,-71.9680947463,273.36173783,2.95,CO10,2021-07-04T13:38:57.000000Z,2021-07-04T13:40:23.975000Z
86.1129074097,-28.8652147604,-70.6866904769,61.2989602158,3.34,CO10,2021-07-04T13:40:27.000000Z,2021-07-04T13:41:17.975000Z
39.831741333,-29.487400064,-71.7590206245,226.544465712,3.06,CO10,2021-07-04T13:41:23.000000Z,2021-07-04T13:43:31.975000Z
-30.6141204834,-29.0871767089,-71.7225656659,123.671721792,3.1,CO10,2021-07-04T13:49:05.000000Z,2021-07-04T13:51:09.975000Z
76.6031723022,-29.37206699,-72.2349694661,258.842230976,3.17,CO10,2021-07-04T13:52:31.000000Z,2021-07-04T13:53:51.975000Z
5.27106571198,-29.2872771258,-71.4506710465,169.163308834,3.28,CO10,2021-07-04T14:08:53.000000Z,2021-07-04T14:11:47.975000Z
39.5017089844,-29.5274651959,-71.219475057,143.67227787,3.66,CO10,2021-07-04T14:13:01.000000Z,2021-07-04T14:16:49.975000Z
84.4885482788,-28.984240476,-72.2783569139,289.450521628,4.01,CO10,2021-07-04T14:21:13.000000Z,2021-07-04T14:23:09.975000Z
68.7423324585,-29.8516562205,-71.5818005959,189.787379222,3.04,CO10,2021-07-04T14:23:11.000000Z,2021-07-04T14:24:23.975000Z
74.1615829468,-29.2995178286,-72.2210044342,264.75982491,3.51,CO10,2021-07-04T14:34:13.000000Z,2021-07-04T14:35:51.975000Z
69.6683731079,-29.3169496647,-70.7492543407,97.1536216223,3.61,CO10,2021-07-04T14:48:51.000000Z,2021-07-04T14:51:03.975000Z
91.1833572388,-29.9566723668,-71.9241097599,209.367168327,3.32,CO10,2021-07-04T14:59:39.000000Z,2021-07-04T15:00:13.975000Z
68.0066757202,-29.8528208175,-71.4155771133,176.310104593,3.86,CO10,2021-07-04T15:00:15.000000Z,2021-07-04T15:05:01.975000Z
18.5448150635,-29.4078321914,-71.4563125838,178.633297816,5.63,CO10,2021-07-04T15:05:25.000000Z,2021-07-04T15:11:35.975000Z
39.9931945801,-29.58081171,-71.5980179391,199.406143384,3.07,CO10,2021-07-04T15:13:59.000000Z,2021-07-04T15:15:27.975000Z
-146.037857056,-28.1793072376,-72.3467717285,143.435652797,3.02,CO10,2021-07-04T15:16:57.000000Z,2021-07-04T15:20:57.975000Z
96.9834365845,-29.0621145803,-72.4367037093,281.52998838,3.31,CO10,2021-07-04T15:26:03.000000Z,2021-07-04T15:26:37.975000Z
68.4975585938,-29.0913049851,-72.1441318791,283.810260694,3.23,CO10,2021-07-04T15:34:49.000000Z,2021-07-04T15:36:29.975000Z
-14.6392202377,-29.1616354606,-71.5815610993,126.671841404,2.91,CO10,2021-07-04T15:40:39.000000Z,2021-07-04T15:43:57.975000Z
30.228767395,-29.1262621982,-71.1787013565,65.2892728422,2.81,CO10,2021-07-04T15:50:25.000000Z,2021-07-04T15:52:07.975000Z
82.2427215576,-29.7645103359,-70.8603016343,135.069818535,3.34,CO10,2021-07-04T15:52:41.000000Z,2021-07-04T15:53:27.975000Z
66.2768707275,-29.8066252078,-71.2406420551,161.26243287,5.0,CO10,2021-07-04T15:57:09.000000Z,2021-07-04T16:02:15.975000Z
-80.2732696533,-28.6826574955,-71.9860005151,140.25517521,2.96,CO10,2021-07-04T16:06:17.000000Z,2021-07-04T16:09:33.975000Z
9.96399784088,-29.2650158821,-71.55951628,254.196336302,3.14,CO10,2021-07-04T16:10:01.000000Z,2021-07-04T16:11:49.975000Z
98.0291824341,-29.7566287873,-72.2818660549,234.100116594,3.68,CO10,2021-07-04T16:18:21.000000Z,2021-07-04T16:18:53.975000Z
79.3386764526,-29.0950438525,-72.259400357,281.535452531,3.08,CO10,2021-07-04T16:21:49.000000Z,2021-07-04T16:22:43.975000Z
82.9363174438,-28.5037570488,-71.6092268045,349.913787708,3.48,CO10,2021-07-04T16:25:29.000000Z,2021-07-04T16:26:21.975000Z
93.877204895,-29.3750944057,-72.414929839,260.627560463,3.59,CO10,2021-07-04T16:30:47.000000Z,2021-07-04T16:31:35.975000Z
80.7567596436,-28.5131333782,-71.5082244188,356.709197555,3.57,CO10,2021-07-04T16:34:45.000000Z,2021-07-04T16:35:57.975000Z
79.765045166,-28.5272060821,-71.3527623453,7.6234089204,3.72,CO10,2021-07-04T16:40:39.000000Z,2021-07-04T16:42:11.975000Z
83.2123565674,-28.9460598323,-72.2471235063,292.904985423,3.1,CO10,2021-07-04T16:46:21.000000Z,2021-07-04T16:47:15.975000Z
-38.3922119141,-29.3356292428,-71.0809268511,286.02160274,3.12,CO10,2021-07-04T16:47:37.000000Z,2021-07-04T16:50:19.975000Z
87.6914978027,-29.7728770496,-70.7917999648,132.451438196,3.25,CO10,2021-07-04T17:16:29.000000Z,2021-07-04T17:17:19.975000Z
83.5088348389,-28.7615015838,-72.1223637202,309.321071886,3.11,CO10,2021-07-04T17:35:33.000000Z,2021-07-04T17:36:41.975000Z
54.5156478882,-29.1072219982,-70.9214332444,74.4008749685,2.97,CO10,2021-07-04T17:55:07.000000Z,2021-07-04T17:56:19.975000Z
-334.589447021,-31.5461115311,-73.7080120083,39.6326371119,3.15,CO10,2021-07-04T18:04:17.000000Z,2021-07-04T18:12:49.975000Z
19.4134216309,-29.3592746075,-71.6077948864,227.296578822,3.15,CO10,2021-07-04T18:22:13.000000Z,2021-07-04T18:24:37.975000Z
60.0489997864,-29.7751423466,-71.3604408921,170.692465246,2.85,CO10,2021-07-04T18:25:41.000000Z,2021-07-04T18:27:09.975000Z
39.3340988159,-29.4796351734,-71.1614955458,132.424595553,3.19,CO10,2021-07-04T18:32:53.000000Z,2021-07-04T18:36:23.975000Z
-137.513580322,-28.2670502237,-72.3337800881,141.474664505,3.27,CO10,2021-07-04T18:37:19.000000Z,2021-07-04T18:47:01.975000Z
96.2789916992,-29.6015156073,-72.3633018445,245.22534728,3.11,CO10,2021-07-04T18:51:15.000000Z,2021-07-04T18:51:51.975000Z
55.0899925232,-29.4342449167,-70.9384756188,113.062061105,2.95,CO10,2021-07-04T18:57:27.000000Z,2021-07-04T18:58:41.975000Z
80.0334014893,-29.7655197215,-72.0275876764,223.222084115,2.93,CO10,2021-07-04T19:03:23.000000Z,2021-07-04T19:04:15.975000Z
20.0176086426,-29.2697055474,-71.6641176531,260.666410579,3.12,CO10,2021-07-04T19:10:03.000000Z,2021-07-04T19:11:53.975000Z
73.9860610962,-29.2843295558,-72.2204718708,266.055566438,3.34,CO10,2021-07-04T19:12:27.000000Z,2021-07-04T19:14:07.975000Z
-32.6371307373,-29.1798403714,-71.1324547772,258.177817494,3.03,CO10,2021-07-04T19:16:53.000000Z,2021-07-04T19:19:05.975000Z
95.2441177368,-30.0969596605,-71.5409489235,184.648768362,3.57,CO10,2021-07-04T19:26:09.000000Z,2021-07-04T19:26:41.975000Z
67.6035766602,-29.0667193,-72.1268826091,286.398437937,3.15,CO10,2021-07-04T19:29:25.000000Z,2021-07-04T19:30:49.975000Z
92.2999038696,-29.169712005,-72.4065696959,274.650375961,3.48,CO10,2021-07-04T19:34:41.000000Z,2021-07-04T19:35:17.975000Z
30.4708709717,-28.9656784498,-71.4567908613,0.747645953485,5.17,CO10,2021-07-04T19:39:21.000000Z,2021-07-04T19:48:51.975000Z
28.9898529053,-29.4608415823,-71.2999118882,147.412530441,2.96,CO10,2021-07-04T19:53:05.000000Z,2021-07-04T19:54:33.975000Z
-94.6596679688,-29.7135616513,-70.6482425627,303.831402963,3.12,CO10,2021-07-04T19:55:43.000000Z,2021-07-04T19:59:01.975000Z
86.1835327148,-28.6170099405,-71.9889384967,323.185208429,3.64,CO10,2021-07-04T20:16:43.000000Z,2021-07-04T20:17:57.975000Z
79.5599594116,-29.8070498274,-70.9568866167,142.237309767,3.02,CO10,2021-07-04T20:17:59.000000Z,2021-07-04T20:18:45.975000Z
72.9752426147,-29.2117090359,-72.2107226083,272.329313756,4.47,CO10,2021-07-04T20:29:37.000000Z,2021-07-04T20:33:03.975000Z
60.2353172302,-28.7404291502,-71.2190205147,23.0916384422,2.98,CO10,2021-07-04T20:33:59.000000Z,2021-07-04T20:36:27.975000Z
84.7324066162,-29.1021819818,-72.3175172235,280.220504512,3.74,CO10,2021-07-04T20:38:31.000000Z,2021-07-04T20:39:53.975000Z
81.9799041748,-28.6667176074,-71.9914732526,320.751857915,3.48,CO10,2021-07-04T20:40:17.000000Z,2021-07-04T20:41:27.975000Z
75.6771316528,-29.1875226033,-72.236790038,274.266655933,3.21,CO10,2021-07-04T20:41:35.000000Z,2021-07-04T20:42:53.975000Z
-30.2527618408,-28.9795013279,-71.5515615822,163.012655185,3.09,CO10,2021-07-04T20:50:37.000000Z,2021-07-04T20:55:07.975000Z
75.6398773193,-29.8779825446,-71.1821811171,159.14913136,3.56,CO10,2021-07-04T21:00:51.000000Z,2021-07-04T21:03:51.975000Z
80.5256652832,-29.8679415383,-71.0419304235,149.824666388,3.26,CO10,2021-07-04T21:19:15.000000Z,2021-07-04T21:20:05.975000Z
66.4560089111,-29.5695164764,-72.0333275705,236.585212622,2.85,CO10,2021-07-04T21:23:09.000000Z,2021-07-04T21:24:11.975000Z
-6.34097194672,-29.1835279029,-71.4658432236,175.624886355,3.12,CO10,2021-07-04T21:24:15.000000Z,2021-07-04T21:27:13.975000Z
50.5738220215,-29.6967715998,-71.4523063556,179.061017923,2.97,CO10,2021-07-04T21:27:41.000000Z,2021-07-04T21:29:09.975000Z
82.759223938,-29.3092583975,-72.3088685719,264.514375232,4.03,CO10,2021-07-04T21:30:53.000000Z,2021-07-04T21:33:25.975000Z
67.6094207764,-29.3168016919,-70.7705845173,97.3480634476,4.13,CO10,2021-07-04T21:36:19.000000Z,2021-07-04T21:40:55.975000Z
81.845085144,-28.8962039646,-72.2043948622,297.616531875,3.5,CO10,2021-07-04T21:47:13.000000Z,2021-07-04T21:48:57.975000Z
87.899810791,-29.0804183889,-72.3457586184,281.434884826,3.22,CO10,2021-07-04T21:48:59.000000Z,2021-07-04T21:49:37.975000Z
35.8006744385,-29.5566467542,-71.384980502,168.145118874,3.24,CO10,2021-07-04T21:51:07.000000Z,2021-07-04T21:55:07.975000Z
47.593170166,-29.622132734,-71.235933763,152.758820033,3.65,CO10,2021-07-04T21:56:27.000000Z,2021-07-04T22:00:11.975000Z
74.0699920654,-29.8047639821,-71.0514454317,147.698141631,4.64,CO10,2021-07-04T22:11:29.000000Z,2021-07-04T22:15:17.975000Z
89.1793441772,-29.4744662352,-72.3396193664,252.884420887,3.47,CO10,2021-07-04T22:15:19.000000Z,2021-07-04T22:16:05.975000Z
84.6043701172,-29.4501597691,-70.6231610134,106.142334985,3.76,CO10,2021-07-04T22:16:11.000000Z,2021-07-04T22:17:35.975000Z
85.1371459961,-29.8450278092,-72.0028184791,217.96308434,3.49,CO10,2021-07-04T22:17:39.000000Z,2021-07-04T22:18:31.975000Z
77.3515853882,-29.4030942267,-72.2353017704,256.343365287,3.78,CO10,2021-07-04T22:18:33.000000Z,2021-07-04T22:22:21.975000Z
44.8420333862,-29.5442181639,-71.1556083927,138.714448458,3.03,CO10,2021-07-04T22:27:59.000000Z,2021-07-04T22:29:17.975000Z
80.1779937744,-29.3646289339,-72.2739134496,259.925990752,3.54,CO10,2021-07-04T22:33:25.000000Z,2021-07-04T22:34:55.975000Z
-80.1575775146,-29.007769808,-72.24066316,108.588020821,3.16,CO10,2021-07-04T22:38:29.000000Z,2021-07-04T22:41:57.975000Z
-8.03953456879,-29.1766752681,-71.4217400127,208.258191492,3.18,CO10,2021-07-04T22:42:55.000000Z,2021-07-04T22:45:29.975000Z
73.840713501,-29.8437954832,-71.1376250765,154.973003437,3.16,CO10,2021-07-04T22:48:41.000000Z,2021-07-04T22:50:17.975000Z
-100.307052612,-28.4791856961,-72.0166341252,147.141194346,2.64,CO10,2021-07-04T22:50:25.000000Z,2021-07-04T22:53:51.975000Z
-253.318374634,-31.4606276543,-72.0849202086,13.5440875392,3.06,CO10,2021-07-04T23:00:43.000000Z,2021-07-04T23:07:19.975000Z
-64.9770355225,-29.2966210551,-70.7953474458,275.649277467,2.99,CO10,2021-07-04T23:12:07.000000Z,2021-07-04T23:14:49.975000Z
77.4574890137,-29.034850656,-72.2215930156,286.934553145,5.4,CO10,2021-07-04T23:40:23.000000Z,2021-07-04T23:45:55.975000Z
-5.74814510345,-29.1918163586,-71.4407172408,199.936849083,2.9,CO10,2021-07-04T23:46:11.000000Z,2021-07-04T23:48:07.975000Z
22.3914794922,-29.2974508417,-71.6819477828,253.592274372,3.12,CO10,2021-07-04T23:51:35.000000Z,2021-07-04T23:55:23.975000Z
73.9285507202,-29.8379763406,-71.1217532513,153.684378967,4.16,CO10,2021-07-04T23:57:01.000000Z,2021-07-05T00:00:25.975000Z
40.9825668335,-29.2715791269,-71.8810257832,265.086526519,3.37,CO10,2021-07-05T00:01:01.000000Z,2021-07-05T00:03:19.975000Z
-223.163375854,-31.247210836,-71.6462064803,4.53836999355,3.16,CO10,2021-07-05T00:07:57.000000Z,2021-07-05T00:14:51.975000Z
37.9728317261,-29.3329707302,-71.8371804791,254.26086793,3.0,CO10,2021-07-05T00:14:55.000000Z,2021-07-05T00:17:21.975000Z
87.0442047119,-29.6973206069,-72.1908666888,234.255517058,3.2,CO10,2021-07-05T00:24:53.000000Z,2021-07-05T00:25:37.975000Z
-24.991607666,-29.0514647874,-71.6007533056,146.967366032,3.18,CO10,2021-07-05T00:25:39.000000Z,2021-07-05T00:32:55.975000Z
92.2718353271,-29.3966140382,-72.3939344055,258.967988419,3.48,CO10,2021-07-05T00:41:09.000000Z,2021-07-05T00:41:55.975000Z
83.8029632568,-29.8842342213,-71.9145134251,211.528035274,3.81,CO10,2021-07-05T00:42:01.000000Z,2021-07-05T00:43:51.975000Z
77.4848861694,-29.2072630385,-72.2569051797,272.536487054,3.04,CO10,2021-07-05T00:55:31.000000Z,2021-07-05T00:58:13.975000Z
-206.311538696,-27.6880393257,-72.6232964372,146.23074379,3.09,CO10,2021-07-05T01:00:03.000000Z,2021-07-05T01:06:15.975000Z
-23.8976287842,-29.4093254938,-71.6139947052,38.4526399705,3.16,CO10,2021-07-05T01:08:49.000000Z,2021-07-05T01:11:13.975000Z
1.63178324699,-29.2438399405,-71.4445032841,102.837138144,3.13,CO10,2021-07-05T01:11:29.000000Z,2021-07-05T01:14:47.975000Z
-14.028380394,-29.2945086574,-71.3302903778,295.257084007,3.06,CO10,2021-07-05T01:18:09.000000Z,2021-07-05T01:20:01.975000Z
85.2080917358,-29.6990837391,-70.7557609221,126.789689488,3.04,CO10,2021-07-05T01:33:27.000000Z,2021-07-05T01:34:05.975000Z
66.9604263306,-29.1414473883,-72.1400143637,279.277856444,3.07,CO10,2021-07-05T01:36:41.000000Z,2021-07-05T01:38:07.975000Z
-101.350296021,-29.5795202046,-70.4909754128,291.996051169,3.02,CO10,2021-07-05T01:38:09.000000Z,2021-07-05T01:44:47.975000Z
67.4900817871,-29.5959889574,-70.8961889326,125.851221496,2.94,CO10,2021-07-05T01:45:17.000000Z,2021-07-05T01:46:17.975000Z
80.494430542,-28.8188344656,-72.1336065962,305.336448807,3.64,CO10,2021-07-05T01:49:55.000000Z,2021-07-05T01:54:01.975000Z
-374.244598389,-28.6118087647,-67.6897142405,260.184936884,2.79,CO10,2021-07-05T01:59:41.000000Z,2021-07-05T02:08:25.975000Z
92.0324783325,-29.9280943737,-70.9283166321,146.031356908,3.21,CO10,2021-07-05T02:10:55.000000Z,2021-07-05T02:11:39.975000Z
82.9116516113,-29.9521110084,-71.1969479912,162.104171723,3.58,CO10,2021-07-05T02:11:47.000000Z,2021-07-05T02:13:15.975000Z
48.0862579346,-29.6737082865,-71.4330553383,176.790157609,2.67,CO10,2021-07-05T02:13:17.000000Z,2021-07-05T02:14:29.975000Z
85.5946350098,-29.0985940116,-72.3257585677,280.382981052,3.75,CO10,2021-07-05T02:14:57.000000Z,2021-07-05T02:16:05.975000Z
68.6530914307,-28.9710041885,-72.0958720062,295.643426828,4.87,CO10,2021-07-05T02:16:09.000000Z,2021-07-05T02:20:33.975000Z
54.9519729614,-29.593826258,-71.0635723667,135.539844833,3.71,CO10,2021-07-05T02:23:07.000000Z,2021-07-05T02:26:35.975000Z
71.6178741455,-28.5986788169,-71.3764914038,6.61766271135,2.93,CO10,2021-07-05T02:36:27.000000Z,2021-07-05T02:37:19.975000Z
73.9458847046,-29.2886635998,-72.2197325408,265.680589052,3.02,CO10,2021-07-05T02:37:21.000000Z,2021-07-05T02:38:19.975000Z
-148.684341431,-29.5967213145,-69.9837074964,285.758913665,3.11,CO10,2021-07-05T02:41:35.000000Z,2021-07-05T02:47:15.975000Z
64.9281616211,-29.8207043558,-71.3682746942,172.07654844,2.9,CO10,2021-07-05T02:52:35.000000Z,2021-07-05T02:53:41.975000Z
71.5038375854,-29.1043030636,-72.1793419762,282.019057245,2.96,CO10,2021-07-05T02:58:21.000000Z,2021-07-05T02:59:53.975000Z
12.6267938614,-29.2336299051,-71.5905130476,273.46102146,2.81,CO10,2021-07-05T03:07:13.000000Z,2021-07-05T03:09:15.975000Z
78.6055831909,-29.8832336256,-71.8037820912,204.923993668,3.08,CO10,2021-07-05T03:15:15.000000Z,2021-07-05T03:16:15.975000Z
80.6655349731,-28.6235331694,-71.8996004091,327.867658275,2.9,CO10,2021-07-05T03:37:47.000000Z,2021-07-05T03:38:29.975000Z
-238.325424194,-28.2138024242,-73.6044046514,118.002323271,2.99,CO10,2021-07-05T03:43:51.000000Z,2021-07-05T03:50:29.975000Z
74.307762146,-29.0433212581,-72.19072565,286.932668013,4.14,CO10,2021-07-05T04:01:21.000000Z,2021-07-05T04:11:15.975000Z
-278.986083984,-30.0719526805,-68.7409314616,289.957267023,2.98,CO10,2021-07-05T04:12:23.000000Z,2021-07-05T04:19:13.975000Z
-175.215988159,-27.6732762897,-71.6958328903,172.396652085,2.89,CO10,2021-07-05T04:35:27.000000Z,2021-07-05T04:39:53.975000Z
10.0665750504,-29.2533702265,-71.5633950893,261.87275859,2.73,CO10,2021-07-05T04:58:35.000000Z,2021-07-05T05:00:07.975000Z
-83.651763916,-28.9067985314,-72.2314103445,116.059243735,2.81,CO10,2021-07-05T05:12:07.000000Z,2021-07-05T05:15:05.975000Z
-68.5950164795,-29.0662236632,-70.7844001679,253.802398312,3.06,CO10,2021-07-05T05:21:23.000000Z,2021-07-05T05:25:47.975000Z
6.01162052155,-29.2918351357,-71.4406762611,160.95048447,2.98,CO10,2021-07-05T05:27:25.000000Z,2021-07-05T05:29:29.975000Z
-66.3387451172,-29.1735438369,-70.7829722645,263.735569743,2.91,CO10,2021-07-05T05:30:43.000000Z,2021-07-05T05:33:33.975000Z
-156.847579956,-28.3440755378,-70.2178020179,230.993719239,2.93,CO10,2021-07-05T05:49:17.000000Z,2021-07-05T05:53:27.975000Z
